01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,d0:d4:12:5e:db:f2,Siemens,11,-82,5a:ab:1b:62:0d:fd,BezeqFree,2,-82,8c:dc:d4:6a:a9:8a,HP-Print-8A-Deskjet 4640 series,11,-84,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,c4:04:15:64:e8:cc,Gillad-1_2.4,11,-77,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,14:cc:20:76:c0:8e,TP-LINK_76C08E,1,-85,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,a4:2b:b0:d4:55:36,Motti11,6,-74,,,,,,,,,,,,,,,,
01/12/2017 11:00,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,d0:d4:12:5e:db:f2,Siemens,11,-93,,,,,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,14:cc:20:76:b8:2a,Oded,11,-87,e8:d1:1b:72:74:81,HOTBOX-747B,1,-91,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,80:26:89:0d:4f:84,DIR-825-4f83,1,-84,,,,,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,80:26:89:0d:4f:84,DIR-825-4f83,1,-76,,,,,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,80:26:89:0d:4f:84,DIR-825-4f83,1,-70,,,,,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,a4:2b:b0:ad:2d:34,lellouche,5,-82,70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,6,-93,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,d8:fb:5e:17:47:f8,sellahome,9,-89,80:1f:02:d4:9a:92,Ben-Eliyahu_PC,10,-92,,,,,,,,,,,,
01/12/2017 11:01,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,c4:a8:1d:12:7d:4c,Orit,6,-66,,,,,,,,,,,,,,,,
